CONTROL,TESTERID,am_indicator_first,STOTUNIT_FIRST,SAVLBAD_FIRST,first_visit_datetime,num_visits,STOTUNIT_TOTAL,SAVLBAD_ANY,was_first_visitor,RACE
HS-SA-4404-1,HS066,TRUE,4,1,2012-06-05T14:00:00Z,1,4,1,FALSE,1
HS-SA-4502-1,HS025,FALSE,3,1,2012-06-12T18:30:00Z,1,3,1,FALSE,1
HS-SA-4502-1,HS027,FALSE,3,1,2012-06-09T19:20:00Z,1,3,1,TRUE,4
HS-SA-4602-1,HS028,TRUE,1,1,2012-06-16T14:05:00Z,1,1,1,TRUE,4
HS-SA-4602-1,HS066,FALSE,6,1,2012-06-18T17:00:00Z,1,6,1,FALSE,1
HS-SA-4603-1,HS025,FALSE,4,1,2012-06-15T17:00:00Z,1,4,1,TRUE,1
HS-SA-4603-1,HS027,FALSE,1,1,2012-06-16T17:30:00Z,1,1,1,FALSE,4
HS-SA-4606-1,HS025,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-4606-1,HS027,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-4611-1,HS041,TRUE,4,1,2012-06-18T13:00:00Z,1,4,1,FALSE,4
HS-SA-4611-1,HS076,TRUE,2,1,2012-06-15T14:00:00Z,1,2,1,TRUE,1
HS-SA-4703-1,HS025,FALSE,3,1,2012-06-19T18:00:00Z,1,3,1,TRUE,1
HS-SA-4703-1,HS027,FALSE,1,1,2012-06-23T17:35:00Z,1,1,1,FALSE,4
HS-SA-4705-1,HS025,FALSE,6,1,2012-06-21T16:30:00Z,1,6,1,TRUE,1
HS-SA-4705-1,HS027,FALSE,1,1,2012-06-25T17:00:00Z,1,1,1,FALSE,4
HS-SA-4709-1,HS041,TRUE,4,1,2012-06-25T14:05:00Z,1,4,1,FALSE,4
HS-SA-4709-1,HS066,TRUE,5,1,2012-06-21T14:30:00Z,1,5,1,TRUE,1
HS-SA-4801-1,HS027,FALSE,0,0,2012-07-02T18:10:00Z,1,0,0,FALSE,4
HS-SA-4801-1,HS079,FALSE,0,0,2012-06-28T17:00:00Z,1,0,0,TRUE,1
HS-SA-4805-1,HS025,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-4805-1,HS027,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-4808-1,HS041,TRUE,NA,NA,2012-06-29T14:00:00Z,1,NA,NA,TRUE,4
HS-SA-4808-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-4810-1,HS028,TRUE,4,1,2012-06-30T13:05:00Z,1,4,1,TRUE,4
HS-SA-4810-1,HS066,TRUE,3,1,2012-07-02T15:30:00Z,1,3,1,FALSE,1
HS-SA-4903-1,HS041,TRUE,1,0,2012-07-05T13:30:00Z,1,1,0,TRUE,4
HS-SA-4903-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-4904-1,HS027,FALSE,1,1,2012-07-09T16:55:00Z,1,1,1,FALSE,4
HS-SA-4904-1,HS079,FALSE,1,1,2012-07-06T18:30:00Z,2,1,1,TRUE,1
HS-SA-4905-1,HS028,TRUE,4,1,2012-07-07T14:10:00Z,1,4,1,TRUE,4
HS-SA-4905-1,HS066,FALSE,1,1,2012-07-09T17:20:00Z,2,5,1,FALSE,1
HS-SA-5001-1,HS025,TRUE,4,1,2012-07-12T15:00:00Z,1,4,1,TRUE,1
HS-SA-5001-1,HS027,FALSE,0,0,2012-07-26T18:00:00Z,1,0,0,FALSE,4
HS-SA-5002-1,HS041,FALSE,3,1,2012-07-13T19:00:00Z,1,3,1,TRUE,4
HS-SA-5002-1,HS066,TRUE,0,0,2012-07-16T15:05:00Z,2,5,0,FALSE,1
HS-SA-5003-1,HS041,FALSE,1,1,2012-07-15T19:05:00Z,1,1,1,FALSE,4
HS-SA-5003-1,HS066,TRUE,3,1,2012-07-12T14:00:00Z,2,3,1,TRUE,1
HS-SA-5004-1,HS028,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5007-1,HS025,FALSE,4,1,2012-07-13T18:00:00Z,1,4,1,TRUE,1
HS-SA-5007-1,HS027,FALSE,0,0,2012-07-16T19:15:00Z,1,0,0,FALSE,4
HS-SA-5104-1,HS041,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5104-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5108-1,HS025,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5108-1,HS027,TRUE,1,1,2012-07-20T15:10:00Z,1,1,1,TRUE,4
HS-SA-5123-1,HS027,FALSE,0,0,2012-07-24T18:30:00Z,1,0,0,FALSE,4
HS-SA-5123-1,HS079,FALSE,0,0,2012-07-20T17:00:00Z,1,0,0,TRUE,1
HS-SA-5130-1,HS028,TRUE,3,1,2012-07-21T13:33:00Z,1,3,1,TRUE,4
HS-SA-5130-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5203-1,HS027,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5203-1,HS079,FALSE,1,1,2012-07-26T17:00:00Z,1,1,1,TRUE,1
HS-SA-5204-1,HS025,TRUE,4,1,2012-07-28T15:00:00Z,1,4,1,FALSE,1
HS-SA-5204-1,HS027,FALSE,1,0,2012-07-14T18:00:00Z,1,1,0,TRUE,4
HS-SA-5206-1,HS028,TRUE,4,1,2012-07-28T13:35:00Z,1,4,1,TRUE,4
HS-SA-5206-1,HS066,TRUE,NA,1,2012-07-31T14:00:00Z,1,NA,1,FALSE,1
HS-SA-5302-1,HS025,TRUE,4,1,2012-08-04T15:00:00Z,1,4,1,FALSE,1
HS-SA-5302-1,HS027,FALSE,1,1,2012-08-02T18:10:00Z,1,1,1,TRUE,4
HS-SA-5304-1,HS028,TRUE,3,1,2012-08-04T14:02:00Z,1,3,1,TRUE,4
HS-SA-5304-1,HS066,TRUE,1,1,2012-08-06T15:33:00Z,2,6,1,FALSE,1
HS-SA-5307-1,HS025,FALSE,4,1,2012-08-03T17:00:00Z,1,4,1,TRUE,1
HS-SA-5307-1,HS027,FALSE,0,0,2012-08-07T17:50:00Z,1,0,0,FALSE,4
HS-SA-5311-1,HS041,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5311-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5403-1,HS028,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5403-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5405-1,HS027,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5405-1,HS079,FALSE,1,1,2012-08-10T18:00:00Z,1,1,1,TRUE,1
HS-SA-5508-1,HS028,FALSE,4,1,2012-08-19T17:05:00Z,1,4,1,TRUE,4
HS-SA-5508-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5603-1,HS028,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5603-1,HS076,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5605-1,HS027,FALSE,1,1,2012-08-27T16:00:00Z,1,1,1,FALSE,4
HS-SA-5605-1,HS079,FALSE,1,1,2012-08-24T18:00:00Z,1,1,1,TRUE,1
HS-SA-5804-1,HS041,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5804-1,HS102,TRUE,13,0,2012-09-08T13:30:00Z,2,13,0,TRUE,1
HS-SA-5805-1,HS027,FALSE,1,1,2012-09-05T20:10:00Z,1,1,1,TRUE,4
HS-SA-5805-1,HS079,TRUE,1,1,2012-09-07T15:00:00Z,1,1,1,FALSE,1
HS-SA-5808-1,HS025,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5808-1,HS027,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5809-1,HS041,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5809-1,HS102,FALSE,1,1,2012-09-08T18:00:00Z,1,1,1,TRUE,1
HS-SA-5812-1,HS028,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5812-1,HS102,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5813-1,HS027,TRUE,1,1,2012-09-06T15:10:00Z,1,1,1,TRUE,4
HS-SA-5813-1,HS079,FALSE,1,1,2012-09-07T18:30:00Z,1,1,1,FALSE,1
HS-SA-5821-1,HS028,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5821-1,HS102,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5833-1,HS100,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-5833-1,HS105,TRUE,1,1,2012-09-10T15:00:00Z,1,1,1,TRUE,4
HS-SA-5905-1,HS105,TRUE,5,1,2012-09-13T13:50:00Z,1,5,1,TRUE,4
HS-SA-5905-1,HS108,FALSE,2,1,2012-09-14T17:00:00Z,1,2,1,FALSE,1
HS-SA-5910-1,HS105,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-5910-1,HS108,FALSE,0,1,2012-09-13T17:05:00Z,1,0,1,TRUE,1
HS-SA-5919-1,HS105,FALSE,1,1,2012-09-13T18:50:00Z,1,1,1,TRUE,4
HS-SA-5919-1,HS108,TRUE,NA,NA,2012-09-15T14:00:00Z,1,NA,NA,FALSE,1
HS-SA-5927-1,HS041,FALSE,3,1,2012-09-11T18:33:00Z,1,3,1,TRUE,4
HS-SA-5927-1,HS102,FALSE,1,1,2012-09-14T19:00:00Z,1,1,1,FALSE,1
HS-SA-5931-1,HS041,TRUE,4,1,2012-09-11T13:30:00Z,1,4,1,TRUE,4
HS-SA-5931-1,HS102,FALSE,8,0,2012-09-13T21:30:00Z,1,8,0,FALSE,1
HS-SA-5937-1,HS105,TRUE,5,0,2012-09-12T14:30:00Z,1,5,0,TRUE,4
HS-SA-5937-1,HS108,TRUE,3,0,2012-09-13T14:00:00Z,1,3,0,FALSE,1
HS-SA-5943-1,HS105,TRUE,1,1,2012-09-14T15:50:00Z,1,1,1,TRUE,4
HS-SA-5943-1,HS108,FALSE,0,0,2012-09-15T16:00:00Z,1,0,0,FALSE,1
HS-SA-6002-1,HS105,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-6002-1,HS108,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-6003-1,HS105,TRUE,1,1,2012-09-19T15:00:00Z,1,1,1,TRUE,4
HS-SA-6003-1,HS108,TRUE,3,1,2012-09-21T15:00:00Z,1,3,1,FALSE,1
HS-SA-6004-1,HS105,TRUE,0,0,2012-09-21T15:00:00Z,1,0,0,FALSE,4
HS-SA-6004-1,HS108,TRUE,0,0,2012-09-19T15:00:00Z,1,0,0,TRUE,1
HS-SA-6006-1,HS105,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-6006-1,HS108,FALSE,3,0,2012-09-19T18:00:00Z,1,3,0,TRUE,1
HS-SA-6010-1,HS105,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-6010-1,HS108,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-6011-1,HS105,FALSE,1,1,2012-09-18T19:00:00Z,1,1,1,TRUE,4
HS-SA-6011-1,HS108,TRUE,0,0,2012-09-20T14:05:00Z,1,0,0,FALSE,1
HS-SA-6013-1,HS105,FALSE,1,1,2012-09-18T16:55:00Z,1,1,1,TRUE,4
HS-SA-6013-1,HS108,FALSE,0,0,2012-09-20T17:30:00Z,1,0,0,FALSE,1
HS-SA-6014-1,HS105,NA,NA,NA,NA,1,NA,NA,NA,4
HS-SA-6014-1,HS108,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SA-6103-1,HS105,TRUE,1,1,2012-09-28T15:00:00Z,1,1,1,FALSE,4
HS-SA-6103-1,HS108,FALSE,2,1,2012-09-24T16:55:00Z,1,2,1,TRUE,1
HS-SA-6105-1,HS027,FALSE,1,1,2012-09-26T20:00:00Z,1,1,1,FALSE,4
HS-SA-6105-1,HS079,FALSE,0,0,2012-09-25T18:30:00Z,1,0,0,TRUE,1
HS-SA-6106-1,HS105,TRUE,0,0,2012-09-26T14:00:00Z,1,0,0,TRUE,4
HS-SA-6106-1,HS108,FALSE,0,0,2012-09-28T16:55:00Z,1,0,0,FALSE,1
HS-SA-6108-1,HS105,TRUE,0,0,2012-09-26T14:50:00Z,1,0,0,TRUE,4
HS-SA-6108-1,HS108,TRUE,0,0,2012-09-29T12:58:00Z,1,0,0,FALSE,1
HS-SA-6111-1,HS105,TRUE,1,1,2012-09-27T14:25:00Z,1,1,1,FALSE,4
HS-SA-6111-1,HS108,TRUE,4,1,2012-09-25T13:55:00Z,1,4,1,TRUE,1
HS-SA-6114-1,HS027,TRUE,1,1,2012-09-26T15:05:00Z,1,1,1,TRUE,4
HS-SA-6114-1,HS079,FALSE,1,1,2012-09-27T17:00:00Z,1,1,1,FALSE,1
HS-SA-6120-1,HS105,FALSE,2,1,2012-09-24T17:00:00Z,1,2,1,TRUE,4
HS-SA-6120-1,HS108,TRUE,0,0,2012-09-26T13:12:00Z,1,0,0,FALSE,1
HS-SA-6121-1,HS105,FALSE,1,1,2012-09-28T19:00:00Z,1,1,1,FALSE,4
HS-SA-6121-1,HS108,FALSE,1,1,2012-09-26T18:57:00Z,1,1,1,TRUE,1
HS-SA-6124-1,HS105,TRUE,1,1,2012-09-25T15:50:00Z,1,1,1,TRUE,4
HS-SA-6124-1,HS108,TRUE,3,1,2012-09-28T12:57:00Z,1,3,1,FALSE,1
HS-SA-6126-1,HS105,TRUE,1,1,2012-09-26T17:20:00Z,1,1,1,TRUE,4
HS-SA-6126-1,HS108,FALSE,0,0,2012-09-29T17:00:00Z,1,0,0,FALSE,1
HS-SA-6129-1,HS105,FALSE,0,1,2012-09-27T17:25:00Z,1,0,1,FALSE,4
HS-SA-6129-1,HS108,FALSE,3,1,2012-09-25T16:58:00Z,1,3,1,TRUE,1
HS-SA-6130-1,HS027,TRUE,1,1,2012-09-28T13:00:00Z,1,1,1,TRUE,4
HS-SA-6130-1,HS079,TRUE,1,1,2012-09-29T15:00:00Z,1,1,1,FALSE,1
HS-SA-6133-1,HS027,TRUE,1,1,2012-09-27T15:30:00Z,1,1,1,FALSE,4
HS-SA-6133-1,HS079,FALSE,0,0,2012-09-24T19:00:00Z,1,0,0,TRUE,1
HS-SA-6139-1,HS027,FALSE,1,1,2012-09-26T18:00:00Z,1,1,1,FALSE,4
HS-SA-6139-1,HS079,TRUE,0,0,2012-09-25T14:30:00Z,1,0,0,TRUE,1
HS-SA-6149-1,HS105,FALSE,0,0,2012-09-28T17:00:00Z,1,0,0,FALSE,4
HS-SA-6149-1,HS108,FALSE,1,1,2012-09-26T16:25:00Z,1,1,1,TRUE,1
HS-SA-6152-1,HS105,TRUE,1,1,2012-09-27T14:00:00Z,1,1,1,TRUE,4
HS-SA-6152-1,HS108,FALSE,NA,0,2012-09-28T19:01:00Z,1,NA,0,FALSE,1
HS-SA-6158-1,HS027,FALSE,1,1,2012-09-28T19:00:00Z,1,1,1,TRUE,4
HS-SA-6158-1,HS079,FALSE,1,1,2012-10-01T17:00:00Z,1,1,1,FALSE,1
HS-SA-6160-1,HS027,FALSE,1,1,2012-09-28T16:07:00Z,1,1,1,TRUE,4
HS-SA-6160-1,HS079,FALSE,0,0,2012-09-29T18:30:00Z,1,0,0,FALSE,1
HS-SB-0701-1,HS010,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-0703-1,HS035,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-0706-1,HS035,FALSE,2,1,2011-09-17T19:05:00Z,1,2,1,TRUE,2
HS-SB-0801-1,HS040,TRUE,10,1,2011-09-20T14:05:00Z,2,16,1,TRUE,2
HS-SB-0802-1,HS037,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-0804-1,HS030,TRUE,3,1,2011-09-24T14:00:00Z,1,3,1,TRUE,2
HS-SB-0806-1,HS046,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-0901-1,HS046,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-0904-1,HS046,TRUE,3,1,2011-10-01T13:10:00Z,1,3,1,TRUE,2
HS-SB-0906-1,HS022,TRUE,8,1,2011-10-01T13:05:00Z,1,8,1,TRUE,2
HS-SB-1001-1,HS010,TRUE,0,0,2011-10-08T15:00:00Z,1,0,0,TRUE,1
HS-SB-1101-1,HS025,FALSE,0,0,2011-10-12T20:00:00Z,1,0,0,FALSE,1
HS-SB-1101-1,HS055,FALSE,2,0,2011-10-11T20:00:00Z,1,2,0,TRUE,2
HS-SB-1105-1,HS037,FALSE,4,1,2011-10-14T18:00:00Z,1,4,1,TRUE,2
HS-SB-1202-1,HS019,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-2102-1,HS076,FALSE,12,0,2011-12-21T19:30:00Z,1,12,0,TRUE,1
HS-SB-2103-1,HS079,FALSE,1,1,2011-12-21T18:00:00Z,1,1,1,TRUE,1
HS-SB-2203-1,HS072,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-2301-1,HS072,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-2301-1,HS077,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-2307-1,HS066,TRUE,0,1,2012-01-06T16:30:00Z,1,0,1,TRUE,1
HS-SB-2307-1,HS075,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-2402-1,HS072,TRUE,0,0,2012-01-14T16:41:00Z,1,0,0,TRUE,2
HS-SB-2403-1,HS075,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-2607-1,HS072,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-2805-1,HS072,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-3201-1,HS072,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-3501-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-3503-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-3901-1,HS030,TRUE,4,1,2012-04-28T13:30:00Z,1,4,1,FALSE,2
HS-SB-3901-1,HS079,FALSE,0,0,2012-04-25T16:58:00Z,1,0,0,TRUE,1
HS-SB-3903-1,HS037,TRUE,3,1,2012-04-29T16:02:00Z,1,3,1,FALSE,2
HS-SB-3903-1,HS077,FALSE,0,0,2012-04-27T16:00:00Z,1,0,0,TRUE,1
HS-SB-4001-1,HS037,FALSE,1,0,2012-05-06T21:10:00Z,1,1,0,FALSE,2
HS-SB-4001-1,HS077,TRUE,9,0,2012-05-04T13:30:00Z,1,9,0,TRUE,1
HS-SB-4002-1,HS030,FALSE,2,1,2012-05-06T16:50:00Z,1,2,1,TRUE,2
HS-SB-4002-1,HS079,FALSE,1,1,2012-05-07T18:00:00Z,1,1,1,FALSE,1
HS-SB-4006-1,HS057,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-4101-1,HS037,TRUE,1,1,2012-05-11T13:50:00Z,1,1,1,FALSE,2
HS-SB-4101-1,HS076,TRUE,0,0,2012-05-08T15:00:00Z,1,0,0,TRUE,1
HS-SB-4105-1,HS030,TRUE,2,1,2012-05-12T14:25:00Z,1,2,1,FALSE,2
HS-SB-4105-1,HS079,FALSE,0,0,2012-05-11T18:00:00Z,2,1,1,TRUE,1
HS-SB-4106-1,HS030,FALSE,1,1,2012-05-12T18:53:00Z,1,1,1,TRUE,2
HS-SB-4106-1,HS057,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-4202-1,HS030,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-4205-1,HS037,TRUE,1,1,2012-05-21T15:50:00Z,1,1,1,TRUE,2
HS-SB-4205-1,HS076,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-4210-1,HS025,TRUE,1,1,2012-05-19T14:00:00Z,1,1,1,TRUE,1
HS-SB-4210-1,HS030,FALSE,1,1,2012-05-19T19:00:00Z,1,1,1,FALSE,2
HS-SB-4302-1,HS037,TRUE,1,1,2012-05-23T14:50:00Z,1,1,1,TRUE,2
HS-SB-4302-1,HS066,FALSE,5,1,2012-05-24T19:00:00Z,1,5,1,FALSE,1
HS-SB-4304-1,HS025,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-4304-1,HS030,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-4402-1,HS030,FALSE,NA,NA,2012-01-01T20:20:00Z,1,NA,NA,TRUE,2
HS-SB-4402-1,HS079,FALSE,0,0,2012-06-05T16:00:00Z,1,0,0,FALSE,1
HS-SB-4502-1,HS025,FALSE,2,1,2012-06-11T19:30:00Z,1,2,1,FALSE,1
HS-SB-4502-1,HS030,TRUE,1,1,2012-06-09T15:00:00Z,1,1,1,TRUE,2
HS-SB-4503-1,HS030,FALSE,3,1,2012-06-12T17:00:00Z,1,3,1,FALSE,2
HS-SB-4503-1,HS079,FALSE,0,0,2012-06-08T18:30:00Z,1,0,0,TRUE,1
HS-SB-4505-1,HS094,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-4603-1,HS037,FALSE,2,1,2012-06-17T17:00:00Z,1,2,1,FALSE,2
HS-SB-4603-1,HS066,FALSE,5,1,2012-06-14T18:00:00Z,1,5,1,TRUE,1
HS-SB-4605-1,HS030,FALSE,3,1,2012-06-16T17:00:00Z,1,3,1,FALSE,2
HS-SB-4605-1,HS079,FALSE,1,1,2012-06-15T17:00:00Z,1,1,1,TRUE,1
HS-SB-4701-1,HS037,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-4701-1,HS076,FALSE,4,0,2012-06-21T19:30:00Z,1,4,0,TRUE,1
HS-SB-4703-1,HS030,FALSE,2,1,2012-06-26T18:20:00Z,1,2,1,FALSE,2
HS-SB-4703-1,HS079,FALSE,1,1,2012-06-22T17:00:00Z,1,1,1,TRUE,1
HS-SB-4801-1,HS030,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-4801-1,HS079,FALSE,0,0,2012-06-29T18:00:00Z,1,0,0,TRUE,1
HS-SB-4803-1,HS025,TRUE,2,1,2012-06-29T13:00:00Z,1,2,1,FALSE,1
HS-SB-4803-1,HS030,FALSE,2,1,2012-06-26T18:20:00Z,1,2,1,TRUE,2
HS-SB-4804-1,HS025,FALSE,2,1,2012-06-29T18:00:00Z,1,2,1,FALSE,1
HS-SB-4804-1,HS030,FALSE,1,1,2012-06-28T16:55:00Z,1,1,1,TRUE,2
HS-SB-4805-1,HS094,FALSE,1,1,2012-06-29T17:29:00Z,1,1,1,TRUE,1
HS-SB-4805-1,HS095,TRUE,1,1,2012-07-03T14:00:00Z,1,1,1,FALSE,2
HS-SB-4902-1,HS030,TRUE,2,1,2012-07-10T13:50:00Z,1,2,1,FALSE,2
HS-SB-4902-1,HS094,TRUE,0,0,2012-07-07T14:25:00Z,1,0,0,TRUE,1
HS-SB-5001-1,HS076,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-5001-1,HS097,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-5003-1,HS030,TRUE,3,0,2012-07-17T14:00:00Z,1,3,0,TRUE,2
HS-SB-5003-1,HS094,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-5005-1,HS030,FALSE,1,0,2012-07-17T19:00:00Z,1,1,0,FALSE,2
HS-SB-5005-1,HS094,TRUE,1,1,2012-07-13T15:30:00Z,1,1,1,TRUE,1
HS-SB-5008-1,HS094,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-5008-1,HS095,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-5101-1,HS097,TRUE,2,1,2012-07-23T15:15:00Z,1,2,1,TRUE,2
HS-SB-5106-1,HS030,TRUE,2,1,2012-07-21T15:00:00Z,1,2,1,TRUE,2
HS-SB-5106-1,HS094,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-5107-1,HS096,TRUE,4,1,2012-07-24T14:00:00Z,1,4,1,TRUE,2
HS-SB-5202-1,HS079,FALSE,1,1,2012-07-30T17:30:00Z,1,1,1,FALSE,1
HS-SB-5202-1,HS095,FALSE,3,1,2012-07-26T19:00:00Z,1,3,1,TRUE,2
HS-SB-5203-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-5206-1,HS066,NA,NA,NA,NA,1,NA,NA,NA,1
HS-SB-5206-1,HS096,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-5304-1,HS095,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-5305-1,HS030,TRUE,3,1,2012-08-07T13:58:00Z,1,3,1,FALSE,2
HS-SB-5305-1,HS079,FALSE,0,0,2012-08-04T17:00:00Z,1,0,0,TRUE,1
HS-SB-5803-1,HS079,FALSE,1,1,2012-09-06T17:00:00Z,1,1,1,FALSE,1
HS-SB-5803-1,HS095,TRUE,3,1,2012-09-05T14:00:00Z,2,3,1,TRUE,2
HS-SB-5902-1,HS079,TRUE,1,1,2012-09-12T15:00:00Z,1,1,1,TRUE,1
HS-SB-5902-1,HS095,NA,NA,NA,NA,1,NA,NA,NA,2
HS-SB-5904-1,HS096,TRUE,0,0,2012-09-13T14:46:00Z,1,0,0,FALSE,2
HS-SB-5904-1,HS102,FALSE,0,0,2012-09-11T22:00:00Z,1,0,0,TRUE,1
HS-SB-5909-1,HS100,FALSE,1,0,2012-09-15T21:00:00Z,1,1,0,FALSE,1
HS-SB-5909-1,HS104,FALSE,1,0,2012-09-13T18:30:00Z,1,1,0,TRUE,2
HS-SB-5911-1,HS079,TRUE,1,1,2012-09-14T15:00:00Z,2,1,1,FALSE,1
HS-SB-5911-1,HS104,TRUE,2,1,2012-09-12T14:50:00Z,1,2,1,TRUE,2
HS-SB-5913-1,HS079,TRUE,0,0,2012-09-13T15:00:00Z,1,0,0,FALSE,1
HS-SB-5913-1,HS095,TRUE,0,0,2012-09-11T13:00:00Z,1,0,0,TRUE,2
HS-SB-5915-1,HS096,FALSE,2,0,2012-09-13T18:05:00Z,1,2,0,TRUE,2
HS-SB-5915-1,HS102,TRUE,1,1,2012-09-15T14:00:00Z,1,1,1,FALSE,1
HS-SB-5917-1,HS096,TRUE,0,0,2012-09-14T14:45:00Z,1,0,0,TRUE,2
HS-SB-5917-1,HS102,FALSE,0,0,2012-09-15T17:00:00Z,1,0,0,FALSE,1
HS-SB-5921-1,HS100,FALSE,0,0,2012-09-15T16:30:00Z,1,0,0,FALSE,1
HS-SB-5921-1,HS104,TRUE,0,0,2012-09-13T15:30:00Z,1,0,0,TRUE,2
HS-SB-5926-1,HS096,TRUE,2,1,2012-09-17T17:07:00Z,1,2,1,FALSE,2
HS-SB-5926-1,HS109,TRUE,NA,0,2012-09-15T15:30:00Z,1,NA,0,TRUE,1
HS-SB-5933-1,HS100,TRUE,8,0,2012-09-15T14:00:00Z,1,8,0,FALSE,1
HS-SB-5933-1,HS104,TRUE,0,0,2012-09-13T13:00:00Z,1,0,0,TRUE,2
HS-SB-5941-1,HS096,TRUE,2,1,2012-09-11T14:35:00Z,1,2,1,TRUE,2
HS-SB-5941-1,HS102,FALSE,1,1,2012-09-12T21:30:00Z,1,1,1,FALSE,1
HS-SB-6001-1,HS100,TRUE,8,1,2012-09-20T15:00:00Z,1,8,1,FALSE,1
HS-SB-6001-1,HS104,TRUE,1,1,2012-09-18T15:30:00Z,1,1,1,TRUE,2
HS-SB-6006-1,HS079,TRUE,1,1,2012-09-18T14:30:00Z,1,1,1,TRUE,1
HS-SB-6006-1,HS095,TRUE,6,1,2012-09-20T14:00:00Z,1,6,1,FALSE,2
HS-SB-6008-1,HS096,FALSE,2,0,2012-09-21T20:55:00Z,1,2,0,FALSE,2
HS-SB-6008-1,HS102,FALSE,1,1,2012-09-19T21:30:00Z,1,1,1,TRUE,1
HS-SB-6010-1,HS079,TRUE,0,0,2012-09-19T14:00:00Z,1,0,0,TRUE,1
