"site","dominant_city","dominant_state","outcome","outcome_label","coefficient","coefficient_label","estimate","se","ci_lo","ci_hi","p","observations","trials"
"AT","Atlanta","GA","percent_black","Black Share","RACE3","Hispanic",0.149451101378725,0.0582797526887123,0.0340101277592529,0.264892074998197,0.0116245099282505,804,116
"AT","Atlanta","GA","percent_black","Black Share","RACE4","Asian",-0.15626749794587,0.0152852520710948,-0.186544640515969,-0.125990355375772,7.64464555622835e-18,804,116
"AT","Atlanta","GA","percent_hispanic","Hispanic Share","RACE2","African American",0.0343651057961502,0.0265388421883731,-0.0182032329427457,0.0869334445350462,0.197948999464626,804,116
"AT","Atlanta","GA","percent_hispanic","Hispanic Share","RACE3","Hispanic",-0.0171328596649444,0.0303949232309194,-0.077339352812024,0.0430736334821352,0.574072839188776,804,116
"AT","Atlanta","GA","percent_hispanic","Hispanic Share","RACE4","Asian",-0.00109905928817443,0.00775961349095652,-0.0164693602071127,0.0142712416307639,0.887613456317557,804,116
"AT","Atlanta","GA","percent_asian","Asian Share","RACE2","African American",0.0259608388335293,0.0212637225388636,-0.0161585031233929,0.0680801807904516,0.224621886493819,804,116
"AT","Atlanta","GA","percent_asian","Asian Share","RACE3","Hispanic",0.0302189423397822,0.0317998502595204,-0.032770440860251,0.0932083255398154,0.343959980253288,804,116
"AT","Atlanta","GA","percent_asian","Asian Share","RACE4","Asian",0.00243286682978914,0.00684095120585724,-0.0111177409070968,0.0159834745666751,0.722767055460279,804,116
"BN","Boston","MA","w2012pc_Rec","White Share","RACE2","African American",-0.188506907599349,0.0651353951338486,-0.320050506698044,-0.0569633085006535,0.00606665091102604,440,42
"BN","Boston","MA","w2012pc_Rec","White Share","RACE3","Hispanic",NA,0,NA,NA,NA,440,42
"BN","Boston","MA","w2012pc_Rec","White Share","RACE4","Asian",-0.185055997660733,0.0746106867774587,-0.33573533644058,-0.0343766588808864,0.0173247349213836,440,42
"BN","Boston","MA","percent_black","Black Share","RACE2","African American",0.101392868337165,0.027635283058095,0.0455822819715977,0.157203454702732,0.00069486923227237,440,42
"BN","Boston","MA","percent_black","Black Share","RACE3","Hispanic",NA,0,NA,NA,NA,440,42
"BN","Boston","MA","percent_black","Black Share","RACE4","Asian",0.0477062781064267,0.0384698565112354,-0.0299851732450142,0.125397729457868,0.221990750484543,440,42
"BN","Boston","MA","percent_hispanic","Hispanic Share","RACE2","African American",0.0132325047123405,0.0212237127921239,-0.0296296528162344,0.0560946622409154,0.536424203116961,440,42
"BN","Boston","MA","percent_hispanic","Hispanic Share","RACE3","Hispanic",NA,0,NA,NA,NA,440,42
"BN","Boston","MA","percent_hispanic","Hispanic Share","RACE4","Asian",0.0261836940395264,0.0355502260546308,-0.0456114439862529,0.0979788320653056,0.465603799290615,440,42
"BN","Boston","MA","percent_asian","Asian Share","RACE2","African American",0.0503933793684948,0.0232436567137818,0.00345186233213759,0.097334896404852,0.0360122726989261,440,42
"BN","Boston","MA","percent_asian","Asian Share","RACE3","Hispanic",NA,0,NA,NA,NA,440,42
"BN","Boston","MA","percent_asian","Asian Share","RACE4","Asian",0.0757805728513708,0.036595079784603,0.001875309909794,0.149685835792948,0.0447140284254721,440,42
"BT","Baltimore","MD","w2012pc_Rec","White Share","RACE2","African American",-0.188282532656209,0.054403323591943,-0.296450915014168,-0.0801141502982503,0.000844660738366319,562,86
"BT","Baltimore","MD","w2012pc_Rec","White Share","RACE3","Hispanic",-0.104517060214412,0.0458898058526942,-0.195758288471684,-0.0132758319571394,0.0252625652932366,562,86
